lifted_junction_id,lifted_gene_name,lifted_ensembl_id,lifted_primary_gene_id,lifted_event_id,lifted_coords,lifted_strand,match_found,match_type,target_junction_id,target_gene_name,target_ensembl_id,target_primary_gene_id,target_event_id,start_distance,end_distance,total_distance,explanation
chr1_153940499_153940903_-,4,ENSG00000198837.10,ENSG00000198837.10,Unknown,chr3:90270591-90270935,+,True,distant_match,chr3_90266666_90267412_+,1,ENSMUSG00000042404.16,ENSMUSG00000042404.16,Unknown,3925.0,3523.0,7448.0,Match found with 7448bp total distance
chr1_153940606_153940903_-,4,ENSG00000198837.10,ENSG00000198837.10,Unknown,chr3:90270591-90270828,+,True,distant_match,chr3_90266666_90267412_+,1,ENSMUSG00000042404.16,ENSMUSG00000042404.16,Unknown,3925.0,3416.0,7341.0,Match found with 7341bp total distance
chr1_153948239_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90085560-90263569,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_153948239_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr4:83504938-83505571,+,True,distant_match,chr4_83467021_83469994_+,6,ENSMUSG00000028483.13,ENSMUSG00000028483.13,Unknown,37917.0,35577.0,73494.0,Match found with 73494bp total distance
chr1_153948239_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr7:81222512-81222713,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr7
chr1_153948239_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr11:102492308-102492608,-,True,distant_match,chr11_102487216_102487499_-,4,ENSMUSG00000034621.14,ENSMUSG00000034621.14,Unknown,5092.0,5109.0,10201.0,Match found with 10201bp total distance
chr1_153948239_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr5:137601562-137602692,-,True,distant_match,chr5_137596980_137600627_-,2,ENSMUSG00000037221.13,ENSMUSG00000037221.13,Unknown,4582.0,2065.0,6647.0,Match found with 6647bp total distance
chr1_153948239_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chrX:137099165-137100224,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chrX
chr1_153948562_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90085560-90263252,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_153948562_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr4:83504938-83505571,+,True,distant_match,chr4_83467021_83469994_+,6,ENSMUSG00000028483.13,ENSMUSG00000028483.13,Unknown,37917.0,35577.0,73494.0,Match found with 73494bp total distance
chr1_153948562_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr7:81222512-81222713,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr7
chr1_153948562_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr11:102492308-102492608,-,True,distant_match,chr11_102487216_102487499_-,4,ENSMUSG00000034621.14,ENSMUSG00000034621.14,Unknown,5092.0,5109.0,10201.0,Match found with 10201bp total distance
chr1_153948562_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr5:137601562-137602692,-,True,distant_match,chr5_137596980_137600627_-,2,ENSMUSG00000037221.13,ENSMUSG00000037221.13,Unknown,4582.0,2065.0,6647.0,Match found with 6647bp total distance
chr1_153948562_154177182_-,1,ENSG00000160741.17,ENSG00000160741.17,Unknown,chrX:137099165-137100224,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chrX
chr1_153948644_153949114_-,6,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90262714-90263170,+,True,distant_match,chr3_90263357_90263479_+,4,ENSMUSG00000027936.18,ENSMUSG00000027936.18,Unknown,643.0,309.0,952.0,Match found with 952bp total distance
chr1_153948644_153948833_-,6,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90262980-90263170,+,True,distant_match,chr3_90263357_90263479_+,4,ENSMUSG00000027936.18,ENSMUSG00000027936.18,Unknown,377.0,309.0,686.0,Match found with 686bp total distance
chr1_153948900_153949114_-,6,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90262714-90262913,+,True,distant_match,chr3_90263357_90263479_+,4,ENSMUSG00000027936.18,ENSMUSG00000027936.18,Unknown,643.0,566.0,1209.0,Match found with 1209bp total distance
chr1_153952635_153952804_-,4,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90259612-90259762,+,True,distant_match,chr3_90260370_90260696_+,2,ENSMUSG00000027936.18,ENSMUSG00000027936.18,Unknown,758.0,934.0,1692.0,Match found with 1692bp total distance
chr1_153952635_153952879_-,4,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90259537-90259762,+,True,distant_match,chr3_90260370_90260696_+,2,ENSMUSG00000027936.18,ENSMUSG00000027936.18,Unknown,833.0,934.0,1767.0,Match found with 1767bp total distance
chr1_153952650_153952804_-,4,ENSG00000160741.17,ENSG00000160741.17,Unknown,chr3:90259612-90259747,+,True,distant_match,chr3_90260370_90260696_+,2,ENSMUSG00000027936.18,ENSMUSG00000027936.18,Unknown,758.0,949.0,1707.0,Match found with 1707bp total distance
chr1_153968639_153968929_+,2,ENSG00000143578.16,ENSG00000143578.16,Unknown,chr3:90242445-90242730,-,True,good_match,chr3_90242445_90242736_-,2,ENSMUSG00000027938.11,ENSMUSG00000027938.11,Unknown,0.0,6.0,6.0,Match found with 6bp total distance
chr1_153968682_153968929_+,2,ENSG00000143578.16,ENSG00000143578.16,Unknown,chr3:90242445-90242687,-,True,acceptable_match,chr3_90242445_90242721_-,2,ENSMUSG00000027938.11,ENSMUSG00000027938.11,Unknown,0.0,34.0,34.0,Match found with 34bp total distance
chr1_153968699_153968929_+,2,ENSG00000143578.16,ENSG00000143578.16,Unknown,chr3:90242445-90242673,-,True,acceptable_match,chr3_90242445_90242721_-,2,ENSMUSG00000027938.11,ENSMUSG00000027938.11,Unknown,0.0,48.0,48.0,Match found with 48bp total distance
chr1_153969455_153969635_+,3,ENSG00000143578.16,ENSG00000143578.16,Unknown,chr3:90241785-90241931,-,True,distant_match,chr3_90242053_90242210_-,3,ENSMUSG00000027938.11,ENSMUSG00000027938.11,Unknown,268.0,279.0,547.0,Match found with 547bp total distance
chr1_153969455_153972743_+,3,ENSG00000143578.16,ENSG00000143578.16,Unknown,chr3:90238979-90241931,-,True,distant_match,chr3_90242053_90242210_-,3,ENSMUSG00000027938.11,ENSMUSG00000027938.11,Unknown,3074.0,279.0,3353.0,Match found with 3353bp total distance
chr1_153969753_153972743_+,3,ENSG00000143578.16,ENSG00000143578.16,Unknown,chr3:90238979-90241785,-,True,distant_match,chr3_90242053_90242210_-,3,ENSMUSG00000027938.11,ENSMUSG00000027938.11,Unknown,3074.0,425.0,3499.0,Match found with 3499bp total distance
chr1_153977271_153977543_-,2,ENSG00000143543.15,ENSG00000143543.15,Unknown,chr3:90231731-90231938,+,True,distant_match,chr3_90232044_90235739_+,2,ENSMUSG00000027937.15,ENSMUSG00000027937.15,Unknown,313.0,3801.0,4114.0,Match found with 4114bp total distance
chr1_153977389_153977543_-,2,ENSG00000143543.15,ENSG00000143543.15,Unknown,chr3:90231731-90231871,+,True,distant_match,chr3_90232044_90235739_+,2,ENSMUSG00000027937.15,ENSMUSG00000027937.15,Unknown,313.0,3868.0,4181.0,Match found with 4181bp total distance
chr1_154207648_154212319_-,3,ENSG00000143612.21,ENSG00000143612.21,Unknown,chr3:90058800-90061637,+,True,distant_match,chr3_90063249_90063687_+,5,ENSMUSG00000027942.16,ENSMUSG00000027942.16,Unknown,4449.0,2050.0,6499.0,Match found with 6499bp total distance
chr1_154207648_154212457_-,3,ENSG00000143612.21,ENSG00000143612.21,Unknown,chr3:90058651-90061637,+,True,distant_match,chr3_90063249_90063687_+,5,ENSMUSG00000027942.16,ENSMUSG00000027942.16,Unknown,4598.0,2050.0,6648.0,Match found with 6648bp total distance
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89670178-90059185,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr4:118590960-118591153,+,True,distant_match,chr4_118621493_118625581_+,2,ENSMUSG00000028729.15,ENSMUSG00000028729.15,Unknown,30533.0,34428.0,64961.0,Match found with 64961bp total distance
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr10:128085280-128085366,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr10
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89966755-89968780,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89968870-89968962,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr8:105326379-105328229,-,True,distant_match,chr8_105329769_105329846_-,1,ENSMUSG00000014778.10,ENSMUSG00000014778.10,Unknown,3390.0,1617.0,5007.0,Match found with 5007bp total distance
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr7:54411888-54412335,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr7
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr2:31551695-31551801,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr2
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr4:59162126-59162161,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:150072568-150073618,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr13:91262792-91262835,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr13
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr7:29174540-29180433,-,True,distant_match,chr7_29154535_29154615_-,3,ENSMUSG00000030590.15,ENSMUSG00000030590.15,Unknown,20005.0,25818.0,45823.0,Match found with 45823bp total distance
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr5:135166295-135166423,+,True,distant_match,chr5_135171162_135173170_+,1,ENSMUSG00000029681.12,ENSMUSG00000029681.12,Unknown,4867.0,6747.0,11614.0,Match found with 11614bp total distance
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr8:4391471-4392200,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr19:7310992-7311063,+,True,distant_match,chr19_7271094_7271192_+,3,ENSMUSG00000024968.13,ENSMUSG00000024968.13,Unknown,39898.0,39871.0,79769.0,Match found with 79769bp total distance
chr1_154211938_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89753213-89753384,+,True,distant_match,chr3_89745601_89745819_+,2,ENSMUSG00000027951.16,ENSMUSG00000027951.16,Unknown,7612.0,7565.0,15177.0,Match found with 15177bp total distance
chr1_154212378_154212457_-,3,ENSG00000143612.21,ENSG00000143612.21,Unknown,chr3:90058651-90058741,+,True,distant_match,chr3_90063249_90063687_+,5,ENSMUSG00000027942.16,ENSMUSG00000027942.16,Unknown,4598.0,4946.0,9544.0,Match found with 9544bp total distance
chr1_154220550_154221391_-,1,ENSG00000143612.21,ENSG00000143612.21,Unknown,chr3:90052033-90052888,+,True,distant_match,chr3_90052785_90052899_+,1,ENSMUSG00000027942.16,ENSMUSG00000027942.16,Unknown,752.0,11.0,763.0,Match found with 763bp total distance
chr1_154220550_154221199_-,1,ENSG00000143612.21,ENSG00000143612.21,Unknown,chr3:90052222-90052888,+,True,distant_match,chr3_90052785_90052899_+,1,ENSMUSG00000027942.16,ENSMUSG00000027942.16,Unknown,563.0,11.0,574.0,Match found with 574bp total distance
chr1_154241565_154243216_+,4,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90026678-90028324,-,True,perfect_match,chr3_90026678_90028324_-,7,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154241565_154241699_+,4,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90028190-90028324,-,True,distant_match,chr3_90026678_90028324_-,7,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,1512.0,0.0,1512.0,Match found with 1512bp total distance
chr1_154241797_154243216_+,4,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90026678-90028092,-,True,good_match,chr3_90026678_90028096_-,7,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,0.0,4.0,4.0,Match found with 4bp total distance
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89670178-90023962,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr4:118590960-118591153,+,True,distant_match,chr4_118621493_118625581_+,2,ENSMUSG00000028729.15,ENSMUSG00000028729.15,Unknown,30533.0,34428.0,64961.0,Match found with 64961bp total distance
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr10:128085280-128085366,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr10
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89966755-89968780,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89968870-89968962,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr8:105326379-105328229,-,True,distant_match,chr8_105329769_105329846_-,1,ENSMUSG00000014778.10,ENSMUSG00000014778.10,Unknown,3390.0,1617.0,5007.0,Match found with 5007bp total distance
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr7:54411888-54412335,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr7
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr2:31551695-31551801,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr2
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr4:59162126-59162161,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:150072568-150073618,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr13:91262792-91262835,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr13
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr7:29174540-29180433,-,True,distant_match,chr7_29154535_29154615_-,3,ENSMUSG00000030590.15,ENSMUSG00000030590.15,Unknown,20005.0,25818.0,45823.0,Match found with 45823bp total distance
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr5:135166295-135166423,+,True,distant_match,chr5_135171162_135173170_+,1,ENSMUSG00000029681.12,ENSMUSG00000029681.12,Unknown,4867.0,6747.0,11614.0,Match found with 11614bp total distance
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr8:4391471-4392200,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr19:7310992-7311063,+,True,distant_match,chr19_7271094_7271192_+,3,ENSMUSG00000024968.13,ENSMUSG00000024968.13,Unknown,39898.0,39871.0,79769.0,Match found with 79769bp total distance
chr1_154248049_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89753213-89753384,+,True,distant_match,chr3_89745601_89745819_+,2,ENSMUSG00000027951.16,ENSMUSG00000027951.16,Unknown,7612.0,7565.0,15177.0,Match found with 15177bp total distance
chr1_154260029_154260891_+,5,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90009327-90010432,-,True,distant_match,chr3_90006617_90008255_-,8,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,2710.0,2177.0,4887.0,Match found with 4887bp total distance
chr1_154260029_154261591_+,5,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90008361-90010432,-,True,distant_match,chr3_90006617_90008255_-,8,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,1744.0,2177.0,3921.0,Match found with 3921bp total distance
chr1_154261109_154261591_+,5,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90008361-90009109,-,True,distant_match,chr3_90006617_90008255_-,8,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,1744.0,854.0,2598.0,Match found with 2598bp total distance
chr1_154261697_154266500_+,6,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90003312-90008255,-,True,perfect_match,chr3_90003312_90008255_-,8,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154261697_154263102_+,6,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90006617-90008255,-,True,perfect_match,chr3_90006617_90008255_-,8,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154266568_154268756_+,7,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90002476-90003244,-,True,perfect_match,chr3_90002476_90003244_-,9,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154266568_154268759_+,7,ENSG00000143569.20,ENSG00000143569.20,Unknown,chr3:90002473-90003244,-,True,perfect_match,chr3_90002473_90003244_-,9,ENSMUSG00000042520.16,ENSMUSG00000042520.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154272776_154273335_+,1,ENSG00000143575.16,ENSG00000143575.16,Unknown,chr3:89998003-89998527,-,True,perfect_match,chr3_89998003_89998527_-,1,ENSMUSG00000027944.13,ENSMUSG00000027944.13,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154272776_154273479_+,1,ENSG00000143575.16,ENSG00000143575.16,Unknown,chr3:89997856-89998527,-,True,distant_match,chr3_89998003_89998527_-,1,ENSMUSG00000027944.13,ENSMUSG00000027944.13,Unknown,147.0,0.0,147.0,Match found with 147bp total distance
chr1_154273534_154273773_+,2,ENSG00000143575.16,ENSG00000143575.16,Unknown,chr3:89997574-89997801,-,True,distant_match,chr3_89997574_89997737_-,2,ENSMUSG00000027944.13,ENSMUSG00000027944.13,Unknown,0.0,64.0,64.0,Match found with 64bp total distance
chr1_154273598_154273749_+,2,ENSG00000143575.16,ENSG00000143575.16,Unknown,chr3:89997597-89997737,-,True,acceptable_match,chr3_89997574_89997737_-,2,ENSMUSG00000027944.13,ENSMUSG00000027944.13,Unknown,23.0,0.0,23.0,Match found with 23bp total distance
chr1_154273598_154273773_+,2,ENSG00000143575.16,ENSG00000143575.16,Unknown,chr3:89997574-89997737,-,True,perfect_match,chr3_89997574_89997737_-,2,ENSMUSG00000027944.13,ENSMUSG00000027944.13,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154325702_154328104_+,1,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89961141-89963156,-,True,perfect_match,chr3_89961141_89963156_-,1,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154327861_154328104_+,1,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89961141-89961357,-,True,distant_match,chr3_89961141_89963027_-,1,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,0.0,1670.0,1670.0,Match found with 1670bp total distance
chr1_154328172_154330395_+,2,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89959049-89961074,-,True,perfect_match,chr3_89959049_89961074_-,2,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154329075_154330395_+,2,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89959049-89960284,-,True,perfect_match,chr3_89959049_89960284_-,2,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_154330044_154330395_+,2,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89959049-89959437,-,True,distant_match,chr3_89959049_89960284_-,2,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,0.0,847.0,847.0,Match found with 847bp total distance
chr1_154331467_154331605_+,3,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89957881-89958015,-,True,distant_match,chr3_89959049_89960284_-,2,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,1168.0,2269.0,3437.0,Match found with 3437bp total distance
chr1_154331505_154331605_+,3,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89957881-89957977,-,True,distant_match,chr3_89959049_89960284_-,2,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,1168.0,2307.0,3475.0,Match found with 3475bp total distance
chr1_154337544_154340536_+,4,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89950339-89952674,-,True,distant_match,chr3_89946789_89947803_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,3550.0,4871.0,8421.0,Match found with 8421bp total distance
chr1_154337544_154340853_+,4,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89950017-89952674,-,True,distant_match,chr3_89946789_89947803_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,3228.0,4871.0,8099.0,Match found with 8099bp total distance
chr1_154340543_154340853_+,4,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89950017-89950332,-,True,distant_match,chr3_89946789_89947803_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,3228.0,2529.0,5757.0,Match found with 5757bp total distance
chr1_154341062_154341166_+,5,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89949724-89949808,-,True,distant_match,chr3_89946789_89947803_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,2935.0,2005.0,4940.0,Match found with 4940bp total distance
chr1_154341062_154342479_+,5,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89949012-89949808,-,True,distant_match,chr3_89946789_89947803_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,2223.0,2005.0,4228.0,Match found with 4228bp total distance
chr1_154344254_154344372_+,6,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89946306-89946427,-,True,distant_match,chr3_89946789_89947799_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,483.0,1372.0,1855.0,Match found with 1855bp total distance
chr1_154344254_154344394_+,6,ENSG00000143515.20,ENSG00000143515.20,Unknown,chr3:89946284-89946427,-,True,distant_match,chr3_89946789_89947799_-,3,ENSMUSG00000060671.12,ENSMUSG00000060671.12,Unknown,505.0,1372.0,1877.0,Match found with 1877bp total distance
chr1_154405714_154429195_+,1,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89890473-89912954,-,True,distant_match,chr3_89878895_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,11578.0,27053.0,38631.0,Match found with 38631bp total distance
chr1_154405714_154429195_+,1,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr7:29174540-29180433,+,True,distant_match,chr7_29150638_29151445_+,5,ENSMUSG00000030589.15,ENSMUSG00000030589.15,Unknown,23902.0,28988.0,52890.0,Match found with 52890bp total distance
chr1_154428689_154429195_+,1,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89890473-89890705,-,True,distant_match,chr3_89878895_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,11578.0,4804.0,16382.0,Match found with 16382bp total distance
chr1_154430595_154434518_+,2,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89887206-89889197,-,True,distant_match,chr3_89878895_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,8311.0,3296.0,11607.0,Match found with 11607bp total distance
chr1_154430606_154434518_+,2,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89887206-89889186,-,True,distant_match,chr3_89878895_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,8311.0,3285.0,11596.0,Match found with 11596bp total distance
chr1_154434700_154434994_+,3,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89886703-89887021,-,True,distant_match,chr3_89878895_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,7808.0,1120.0,8928.0,Match found with 8928bp total distance
chr1_154434700_154434989_+,3,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89886708-89887021,-,True,distant_match,chr3_89878895_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,7813.0,1120.0,8933.0,Match found with 8933bp total distance
chr1_154448171_154449910_+,5,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89877913-89878848,-,True,distant_match,chr3_89878892_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,979.0,7053.0,8032.0,Match found with 8032bp total distance
chr1_154448171_154448705_+,5,ENSG00000160712.13,ENSG00000160712.13,Unknown,chr3:89878484-89878848,-,True,distant_match,chr3_89878892_89885901_-,1,ENSMUSG00000027947.11,ENSMUSG00000027947.11,Unknown,408.0,7053.0,7461.0,Match found with 7461bp total distance
chr1_154475268_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89670178-89861554,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_154475268_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr5:135166295-135166423,+,True,distant_match,chr5_135171162_135173170_+,1,ENSMUSG00000029681.12,ENSMUSG00000029681.12,Unknown,4867.0,6747.0,11614.0,Match found with 11614bp total distance
chr1_154475268_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr8:4391471-4392200,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_154475268_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr19:7310992-7311063,+,True,distant_match,chr19_7271094_7271192_+,3,ENSMUSG00000024968.13,ENSMUSG00000024968.13,Unknown,39898.0,39871.0,79769.0,Match found with 79769bp total distance
chr1_154475268_154704856_-,4,ENSG00000143603.19,ENSG00000143603.19,Unknown,chr3:89753213-89753384,+,True,distant_match,chr3_89745601_89745819_+,2,ENSMUSG00000027951.16,ENSMUSG00000027951.16,Unknown,7612.0,7565.0,15177.0,Match found with 15177bp total distance
chr1_154486678_154489050_-,2,ENSG00000169291.10,ENSG00000169291.10,Unknown,chr3:89849673-89851613,+,True,good_match,chr3_89849673_89851608_+,1,ENSMUSG00000046280.9,ENSMUSG00000046280.9,Unknown,0.0,5.0,5.0,Match found with 5bp total distance
